iter	Logloss
369	0.3313950811
370	0.3307661708
371	0.3301150324
372	0.3294502573
373	0.328715336
374	0.3280297717
375	0.3272821216
376	0.3267838781
377	0.3261669142
378	0.3255853634
379	0.3250103122
380	0.3244575861
381	0.3238239534
382	0.3233411929
383	0.3226365328
384	0.3218201963
385	0.321282575
386	0.3204865839
387	0.3197363439
388	0.319158285
389	0.3185878682
390	0.3178718355
391	0.3173635063
392	0.3167831291
393	0.3162220111
394	0.3155430799
395	0.3152063038
396	0.3147872928
397	0.3139543882
398	0.313316062
399	0.313044732
400	0.3125918514
401	0.3120228436
402	0.3114802302
403	0.3110316389
404	0.3108131203
405	0.3103306931
406	0.3099470803
407	0.3093746814
408	0.3090957853
409	0.3086308774
410	0.3079282123
411	0.3076326787
412	0.3072178968
413	0.3068935498
414	0.3062729239
415	0.3058379071
416	0.305167949
417	0.3048372439
418	0.3042872688
419	0.3036605772
420	0.3032501366
421	0.3027500101
422	0.3021531791
423	0.3017001711
424	0.3013802457
425	0.3007828871
426	0.3000626579
427	0.2995346165
428	0.2990229873
429	0.2986192883
430	0.2982869058
431	0.2977979993
432	0.2973479016
433	0.2969075683
434	0.2964954797
435	0.2957015032
436	0.2952312113
437	0.2946878383
438	0.2942843907
439	0.2937162382
440	0.2934875532
441	0.292871791
442	0.2925004408
443	0.2921399897
444	0.2915404695
445	0.2910254709
446	0.2905041048
447	0.2900026484
448	0.2894525601
449	0.2888635378
450	0.2883767504
451	0.287826515
452	0.2873352049
453	0.2867683129
454	0.2861991262
455	0.2856888284
456	0.2854206677
457	0.2849087295
458	0.2844945501
459	0.2841738632
460	0.2838467407
461	0.2832549538
462	0.2827859711
463	0.2824252657
464	0.281973612
465	0.2816558379
466	0.2811629002
467	0.2806184369
468	0.2802548391
469	0.2796973294
470	0.2793262278
471	0.2789433434
472	0.278600587
473	0.2782701202
474	0.2776632394
475	0.2772019501
476	0.2767361515
477	0.2764855287
478	0.2758917812
479	0.275485576
480	0.27489553
481	0.2744636215
482	0.2741016244
483	0.2735068
484	0.2731092705
485	0.272647791
486	0.2722654594
487	0.2715161783
488	0.2711746834
489	0.2706659426
490	0.2703221623
491	0.2698669282
492	0.2694644069
493	0.2690303313
494	0.2685408441
495	0.2677664246
496	0.2673567757
497	0.2669570987
498	0.2664972243
499	0.2661159364
500	0.2657875609
501	0.2654411078
502	0.2651604449
503	0.2646968987
504	0.2644970409
505	0.2639657744
506	0.2635929843
507	0.2633175898
508	0.2629801685
509	0.2626368474
510	0.2621787839
511	0.2616629754
512	0.2612198737
513	0.2607833583
514	0.2604730151
515	0.2600677633
516	0.2595168216
517	0.2590406549
518	0.2585761889
519	0.257975332
520	0.2575116979
521	0.2570862062
522	0.256685912
523	0.2563112499
524	0.2558769034
525	0.2556425066
526	0.2550859658
527	0.25461823
528	0.2541907292
529	0.2538752757
530	0.2534854297
531	0.252906885
532	0.2526451483
533	0.2522399967
534	0.2518026648
535	0.2514099509
536	0.2511286891
537	0.2506730624
538	0.250458275
539	0.250106844
540	0.2495701496
541	0.2492445625
542	0.2488675847
543	0.2482470848
544	0.2479371637
545	0.2476055994
546	0.2472450399
547	0.246886504
548	0.24649483
549	0.2460981477
550	0.2457897967
551	0.2454714948
552	0.2449403369
553	0.2445335082
554	0.2441626848
555	0.2436193799
556	0.2432028126
557	0.2426473911
558	0.2424395617
559	0.2418962277
560	0.2416264107
561	0.2411707337
562	0.2405349511
563	0.2402583361
564	0.2399076444
565	0.2395378835
566	0.2392403952
567	0.2387972729
568	0.2381642664
569	0.2378481101
570	0.2375766676
571	0.2370128626
572	0.2364720206
573	0.2360464
574	0.2356654511
575	0.2352826992
576	0.2348798852
577	0.2344841583
578	0.234023629
579	0.233616819
580	0.2332595137
581	0.2329706853
582	0.2325101294
583	0.2322707916
584	0.2320723986
585	0.2318107469
586	0.231333208
587	0.2308264877
588	0.2304094866
589	0.2298956823
590	0.2294967075
591	0.2290817973
592	0.2286487628
593	0.2282338699
594	0.2277949444
595	0.2273554917
596	0.2270328081
597	0.2267466374
598	0.2265574494
599	0.2263651601
600	0.2261223074
601	0.2258387177
602	0.2254848861
603	0.2250761283
604	0.2248260272
605	0.2245063668
606	0.2239515426
607	0.223777105
608	0.2235070909
609	0.2231002228
610	0.2226182266
611	0.222094206
612	0.2218069236
613	0.2215336814
614	0.2211089908
615	0.2207631037
616	0.2203992592
617	0.220028338
618	0.2196597657
619	0.2192381838
620	0.2188711675
621	0.2186182252
622	0.2183109129
623	0.2180315271
624	0.2175867158
625	0.2173381933
626	0.2170396274
627	0.2167622002
628	0.216507933
629	0.216216338
630	0.2160145521
631	0.215735817
632	0.2154085168
633	0.2149086659
634	0.2146131979
635	0.214402642
636	0.2139281069
637	0.2137019015
638	0.213404612
639	0.2131662005
640	0.2129211315
641	0.2126864924
642	0.2124155426
643	0.2120791707
644	0.2117679331
645	0.2114519874
646	0.2111540101
647	0.2109360836
648	0.2107118454
649	0.2103440121
650	0.2098861527
651	0.2095290675
652	0.2091457737
653	0.2086630709
654	0.2084221116
655	0.2080965379
656	0.2076594251
657	0.207347545
658	0.2069408472
659	0.2066226125
660	0.2063468331
661	0.2060592692
662	0.2056692667
663	0.205450915
664	0.2052173868
665	0.204863299
666	0.2045535323
667	0.2043693012
668	0.2040799468
669	0.2038342165
670	0.2035914419
671	0.203299488
672	0.2030449889
673	0.2027270126
674	0.2023324737
675	0.2019869303
676	0.2017729122
677	0.2015216566
678	0.2011439358
679	0.2007630823
680	0.2003638604
681	0.2001240089
682	0.199718864
683	0.1994801381
684	0.1992198443
685	0.198985412
686	0.1985769382
687	0.1982739763
688	0.197941706
689	0.1977124228
690	0.1975087558
691	0.1972011422
692	0.1969461852
693	0.1967126215
694	0.1964357678
695	0.1961027895
696	0.1957175199
697	0.1954057472
698	0.1951502741
699	0.1947802191
700	0.194423685
701	0.1941798402
702	0.193848281
703	0.193699498
704	0.1933987724
705	0.1931700974
706	0.1928278508
707	0.1923863663
708	0.1920871504
709	0.1918035911
710	0.1915541053
711	0.1913186348
712	0.1909501916
713	0.1906745339
714	0.1903690205
715	0.1901460444
716	0.1898381008
717	0.1896116156
718	0.1892612083
719	0.1890477432
720	0.1888495714
721	0.1884908192
722	0.1881393996
723	0.1876952058
724	0.1873930481
725	0.1870812909
726	0.1866655274
727	0.1862709717
728	0.1860077711
729	0.1857189773
730	0.1855684788
731	0.1852851177
732	0.1849847424
733	0.1846882114
734	0.1842981481
735	0.1840793947
736	0.1837843778
737	0.1834747719
738	0.1833188604
739	0.1830202095
740	0.1827465374
741	0.1825415647
742	0.1822498457
743	0.1820824212
744	0.1818549989
745	0.1815846207
746	0.1813102355
747	0.1809801962
748	0.1807010621
749	0.1804558309
750	0.180223664
751	0.1799862024
752	0.1797643511
753	0.179638696
754	0.1792768566
755	0.178913994
756	0.1787505785
757	0.1784650994
758	0.1781602422
759	0.177775442
760	0.1775271424
761	0.1772122525
762	0.1769986069
763	0.1767737181
764	0.1765367471
765	0.176273273
766	0.1760223583
767	0.1757462931
768	0.1754857625
769	0.1752473381
770	0.1748928678
771	0.1746182695
772	0.1743280675
773	0.17416684
774	0.1739432176
775	0.1737421277
776	0.1734012299
777	0.1731845597
778	0.1729303935
779	0.1727292509
780	0.1724465787
781	0.1722627606
782	0.1718880446
783	0.1717258223
784	0.1715180074
785	0.1712584046
786	0.171024011
787	0.1709382252
788	0.1706084583
789	0.1703833244
790	0.1700964706
791	0.1698139537
792	0.1695622263
793	0.1692785586
794	0.1689069841
795	0.1687787555
796	0.1685351681
797	0.1682674106
798	0.1681380638
799	0.1679237714
800	0.1677131786
801	0.1674202587
802	0.1671719997
803	0.1669322266
804	0.1666616692
805	0.1664093817
806	0.1660673592
807	0.1659527661
808	0.1658083765
809	0.1655515888
810	0.1653250661
811	0.1650655913
812	0.1648404954
813	0.1645478278
814	0.1642983109
815	0.1641201626
816	0.1639563319
817	0.1637588807
818	0.1635474618
819	0.1632982752
820	0.1630943706
821	0.162986169
822	0.162692459
823	0.1625131838
824	0.1622474801
825	0.1620175196
826	0.1617518877
827	0.161559127
828	0.1613032872
829	0.161049941
830	0.1608408649
831	0.1606728646
832	0.1604497676
833	0.1601905086
834	0.1598842131
835	0.1595181133
836	0.1593620693
837	0.1590983839
838	0.1589841464
839	0.1588255054
840	0.1584958688
841	0.1582840475
842	0.1579690329
843	0.1577203763
844	0.1574744448
845	0.1572283472
846	0.156920829
847	0.1567377208
848	0.1564512777
849	0.1561671841
850	0.155962532
851	0.1556628271
852	0.1554255294
853	0.1551244884
854	0.1548449682
855	0.1546802807
856	0.1543530155
857	0.154173202
858	0.1538295326
859	0.15359497
860	0.1532920164
861	0.1530298727
862	0.1527431331
863	0.1524845802
864	0.1522349912
865	0.1520625693
866	0.1518467546
867	0.1516252071
868	0.1514477089
869	0.1511008523
870	0.1508300396
871	0.1506632511
872	0.150390744
873	0.1501153572
874	0.1498587226
875	0.1496769192
876	0.1494316681
877	0.1492122432
878	0.1489648773
879	0.1486826203
880	0.1484140822
881	0.1482197496
882	0.1478732039
883	0.1476010686
884	0.1473070736
885	0.1470491181
886	0.1469087557
887	0.1466309541
888	0.1464488772
889	0.1461797487
890	0.1459334832
891	0.1456512274
892	0.1454088587
893	0.1452398314
894	0.1450650813
895	0.1448096448
896	0.1445968654
897	0.1444564019
898	0.1442190257
899	0.1440855581
900	0.1439235106
901	0.143764472
902	0.1434936977
903	0.143245285
904	0.1430637132
905	0.1428087365
906	0.1425785787
907	0.1423498654
908	0.1419768054
909	0.1417393134
910	0.1415737463
911	0.1414145553
912	0.1411397418
913	0.1409275575
914	0.1408010865
915	0.1406314414
916	0.1404670014
917	0.1402691826
918	0.140026915
919	0.1397443422
920	0.1394175508
921	0.1392415453
922	0.1389759575
923	0.1386751948
924	0.1385268473
925	0.1382177354
926	0.1379972928
927	0.1378015858
928	0.1375880021
929	0.1373837216
930	0.1372509359
931	0.1371295177
932	0.1368973686
933	0.1367573454
934	0.1365712759
935	0.1364135837
936	0.1361928833
937	0.1359769584
938	0.1357281343
939	0.1355335821
940	0.1353210486
941	0.135047852
942	0.1348367223
943	0.1347704544
944	0.1345114312
945	0.1342948585
946	0.134106809
947	0.1339230099
948	0.1337154295
949	0.1334291329
950	0.1331907604
951	0.1329582317
952	0.1327588296
953	0.1325330823
954	0.1323585967
955	0.1321413426
956	0.131931215
957	0.1317950089
958	0.131548251
959	0.131309436
960	0.1310218922
961	0.1308803483
962	0.1306810625
963	0.1304967465
964	0.1302196435
965	0.1300084456
966	0.1298249026
967	0.12952626
968	0.1293100735
969	0.1290978735
970	0.1288348759
971	0.1285747983
972	0.1283812869
973	0.1281672202
974	0.1279663059
975	0.1276847346
976	0.1274956858
977	0.1272777021
978	0.1270667789
979	0.1268621055
980	0.1266541106
981	0.1264604456
982	0.1262977875
983	0.1260764135
984	0.1258777531
985	0.1255947164
986	0.1254470995
987	0.1252920051
988	0.1251224701
989	0.1249408479
990	0.1247658002
991	0.1245300407
992	0.1242744836
993	0.1240371137
994	0.1238339889
995	0.1235624972
996	0.1232948035
997	0.1229956378
998	0.1227838432
999	0.122555267
